business_postal_code,inspection_score,inspection_type,violation_description,risk_category
94111,80.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94108,,New Ownership,,
94110,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94103,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94112,75.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94124,,Non-inspection site visit,,
94109,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94112,79.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94133,,Complaint,,
94107,92.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94115,,Reinspection/Followup,,
94132,85.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk
94123,,Reinspection/Followup,,
94121,80.0,Routine - Unscheduled,Noncompliance with shell fish tags or display,Moderate Risk
94133,100.0,Routine - Unscheduled,,
94102,,Complaint,,
94109,,Complaint,Noncompliance with HAACP plan or variance,Moderate Risk
94118,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94124,76.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94114,86.0,Routine - Unscheduled,Consumer advisory not provided for raw or undercooked foods,Moderate Risk
94102,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94124,92.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94103,77.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94122,,Foodborne Illness Investigation,Unclean or unsanitary food contact surfaces,High Risk
94115,94.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94114,,Complaint,Foods not protected from contamination,Moderate Risk
94107,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94105,85.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94102,,New Ownership - Followup,,
94102,,Complaint,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
94112,76.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94110,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,,Reinspection/Followup,,
94105,,New Ownership,Unapproved or unmaintained equipment or utensils,Low Risk
94133,79.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94121,,New Ownership,,
94134,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94133,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94105,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94122,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94115,,Complaint,Unapproved or unmaintained equipment or utensils,Low Risk
94104,,Reinspection/Followup,,
94102,85.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94134,73.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94103,83.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,94.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94109,87.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94111,,New Ownership - Followup,,
94103,,New Ownership,,
94102,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94102,80.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94102,,New Ownership,Improper thawing methods,Moderate Risk
94121,85.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94133,62.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94110,81.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94110,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,77.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94134,80.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94118,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,82.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94127,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,90.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
94109,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94102,82.0,Routine - Unscheduled,No hot water or running water,High Risk
94132,,Reinspection/Followup,,
94131,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94110,81.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94134,74.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94134,,New Ownership,,
94105,100.0,Routine - Unscheduled,,
94109,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94122,,Complaint,High risk food holding temperature,High Risk
94117,,Reinspection/Followup,,
94105,,New Construction,,
94111,,Reinspection/Followup,,
94116,,Foodborne Illness Investigation,Unapproved or unmaintained equipment or utensils,Low Risk
94109,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,83.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94107,81.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94103,,Complaint,Inadequate and inaccessible handwashing facilities,Moderate Risk
94107,69.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94103,93.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94104,,Complaint,Improper or defective plumbing,Low Risk
94115,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94102,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94117,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94102,,Reinspection/Followup,,
94110,,Complaint,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94111,81.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94110,81.0,Routine - Unscheduled,Improper cooling methods,High Risk
94117,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94117,85.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94102,77.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94105,89.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94118,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94105,81.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94109,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94108,,Reinspection/Followup,,
94121,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94116,59.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,72.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94103,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,,Complaint,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94133,75.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94115,,Complaint,Unapproved or unmaintained equipment or utensils,Low Risk
94103,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94115,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94117,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94109,,Complaint,Foods not protected from contamination,Moderate Risk
94103,,Complaint,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94103,,Reinspection/Followup,Improper food storage,Low Risk
94110,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94105,80.0,Routine - Unscheduled,Improper cooling methods,High Risk
94134,73.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94115,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94133,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94110,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94118,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94115,,New Construction,,
94110,,Reinspection/Followup,,
94114,,New Ownership - Followup,Moderate risk vermin infestation,Moderate Risk
94133,,Reinspection/Followup,,
94115,90.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94112,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94110,85.0,Routine - Unscheduled,Unapproved  living quarters in food facility,Low Risk
94133,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94124,,New Ownership,Unclean nonfood contact surfaces,Low Risk
94118,,Reinspection/Followup,,
94109,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94105,72.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94129,,Structural Inspection,,
94109,,Complaint,,
94115,,Reinspection/Followup,,
94105,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,,Reinspection/Followup,,
94108,,Reinspection/Followup,,
94118,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94108,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94105,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,,New Ownership - Followup,,
94105,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,86.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94111,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94117,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94105,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94121,80.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94124,67.0,Routine - Unscheduled,Other low risk violation,Low Risk
94121,73.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94103,,Non-inspection site visit,,
94103,,Reinspection/Followup,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94114,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94118,75.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94103,78.0,Routine - Unscheduled,Sewage or wastewater contamination,High Risk
94103,,Reinspection/Followup,Improper food labeling or menu misrepresentation,Low Risk
94123,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,,Reinspection/Followup,,
94103,,Reinspection/Followup,,
94102,87.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94118,77.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94109,,New Ownership,,
94112,80.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94103,96.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,74.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94105,91.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94122,,New Construction,,
94102,,Complaint Reinspection/Followup,,
94109,,Reinspection/Followup,,
94102,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94114,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94116,78.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94108,,Reinspection/Followup,Inadequate and inaccessible handwashing facilities,Moderate Risk
94103,73.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94107,,Reinspection/Followup,,
94115,83.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94112,77.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94111,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94115,72.0,Routine - Unscheduled,Improper food storage,Low Risk
94108,74.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94111,,Reinspection/Followup,,
94118,,Reinspection/Followup,,
94121,,New Ownership,,
94102,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94115,90.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94104,78.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94108,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94132,,Complaint,,
94111,80.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94118,83.0,Routine - Unscheduled,Improper food storage,Low Risk
94114,,New Construction,,
94104,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94114,,New Ownership,No thermometers or uncalibrated thermometers,Low Risk
94118,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
